Emotion,left_eye d,left_eye a,right_eye d,right_eye a,nose d,nose a,mouth_left d,mouth_left a,mouth_right d,mouth_right a
0,15.211837495845137,-129.1303995569853,14.99333185119305,-46.080924186660695,1.2649110640673507,71.56505117707805,13.341664064126334,130.1354855622395,13.423859355639866,56.54669054592733
0,6.660330322138684,-131.34777721969365,11.01635148313633,-86.87786953788428,5.491812087098391,169.5085229876684,10.332473082471592,75.42578380196126,8.280096617793781,37.146686698021774
0,17.52369823981228,-141.95295746817393,17.773013250431116,-50.937416099481524,2.2090722034374517,84.80557109226521,15.042606157179014,125.80334410837112,15.148597294799277,42.324573343970854
0,14.681961721786365,-127.80652994470447,15.276125163142648,-43.93908830973578,1.886796226411322,-122.00538320808347,14.524462124292244,128.29016319224309,14.756693396557372,57.17145820858747
0,12.041594578792296,-131.6335393365702,12.041594578792296,-41.6335393365702,1.4142135623730951,45.0,10.63014581273465,131.18592516570965,9.433981132056603,57.9946167919165
0,15.042606157179014,-144.1966558916289,15.384407690905752,-63.76806006684338,1.2165525060596432,99.4623222080256,12.612692020342049,104.6973192795119,12.731064370271639,46.273030020056716
0,12.44829305567635,-136.3019526725789,14.572576985557497,-46.66833744829331,1.7204650534085242,125.5376777919744,11.720068259186887,126.67434966957317,10.934349546269315,50.1944289077348
0,12.536347155371853,-123.94358701975182,13.059862173851606,-40.0302592718897,2.0396078054371136,-168.69006752597983,11.74563748802082,132.9299693469589,12.702755606560334,56.56013079421777
0,13.243866504914642,-128.2544203525172,12.999999999999998,-53.13010235415597,1.8973665961010286,18.434948822922046,11.428035701729323,122.85572195043298,11.636150566231086,65.63754698468782
0,13.47145129523913,-130.78582147726596,13.010764773832474,-45.0,0.8246211251235326,75.96375653207357,11.759251676871282,131.5526131481348,12.160592090848208,53.69550287742478
0,11.121151019566277,-127.69424046668918,14.369411957348847,-55.20397372173169,4.804164859785726,177.6140559696112,11.827087553578014,108.74134044519273,11.682465493208184,51.95295746817391
0,15.16047492659778,-126.41637851988608,15.001333274079341,-42.83892051177362,2.0591260281974004,119.05460409907714,12.043255373859678,125.53767779197439,12.354756169184402,60.94539590092286
0,11.62755348299891,-130.8150838748816,11.497825881443848,-49.939215542126206,1.2649110640673507,71.56505117707805,9.929753269845127,124.33021719550334,9.81835016690686,56.63363399894044
0,14.09113196304683,-124.59228868750995,13.159027319676786,-46.8476102659946,2.4413111231467397,34.992020198558635,12.343419299367577,130.39990433373674,11.539497389401324,64.32318431816178
0,11.882760622010359,-133.6360724683971,12.369316876852983,-50.90614111377051,0.4472135954999563,116.56505117707799,11.260550608207396,123.40782458970894,10.807404868885037,51.009005957494516
0,14.00142849854971,-134.42127443439225,13.588230201170422,-47.38594403038882,2.009975124224178,84.28940686250039,11.909659944767524,130.91438322002512,12.175385004179539,47.66300076606714
0,8.655634003352962,-139.6858998395027,10.56030302595527,-65.37643521383639,3.6496575181789317,-170.5376777919744,9.535197952848172,99.65989307844234,9.783659846908005,40.855376258895696
0,12.323960402403117,-131.71075732150817,12.061509026651681,-49.707852244372226,0.8246211251235326,104.03624346792643,10.764757312638311,125.16643603579287,11.121151019566277,52.30575953331083
0,11.682465493208184,-141.95295746817393,11.733712115098104,-60.376251248826186,1.811077027627484,96.34019174590989,9.750897394599125,115.51387042753424,10.347946656221223,41.08175113593263
0,11.892854997854805,-137.72631099390628,11.456002793295749,-44.292680631455745,4.004996878900157,-87.13759477388825,12.09297316626478,124.21570213243741,12.322337440599489,54.24611274556326
0,14.284257068535275,-135.56726640985795,14.058449416631978,-39.80557109226519,4.079215610874228,-78.69006752597979,14.340153416194681,129.90788487550105,14.312232530251876,56.97613244420336
0,7.560423268574319,-127.47617956136138,11.04355015382282,-54.58294472353258,5.381449618829484,-131.98721249581666,11.574109036984229,108.12186024790135,9.651942809610922,55.98065001017354
0,9.947864092356712,-120.17352002964432,9.682974749528164,-51.709836807756936,3.026549190084311,172.4053566314086,7.98498591107085,112.06789956241022,9.775479527879948,59.23728046576108
0,9.391485505499114,-116.56505117707799,11.60172400981854,-54.117862753795784,5.215361924162118,-175.60129464500451,10.119288512538814,108.43494882292201,10.373041983911953,56.003540851749506
0,8.280096617793781,-127.14668669802178,10.332473082471592,-47.353296866108316,3.9698866482558426,-139.08561677997488,10.215674231297706,113.05130091647304,8.930845424706442,55.95406264339833
0,15.597435686676192,-139.15964229371266,16.089748288895013,-55.12467165539782,2.545584412271572,135.0,13.619104228986576,119.95360816780149,14.88220413782851,41.185925165709655
0,12.041594578792294,-122.10625595511783,12.0,-36.86989764584401,1.8973665961010286,71.56505117707796,11.60172400981854,144.1178627537958,10.43072384832424,57.528807709151515
0,10.262553288534,-146.92932217723833,11.896217886370442,-63.004161605913396,2.952964612046681,151.69924423399365,9.752948272189286,105.46121774044191,9.985990186255941,32.7352262721076
0,13.60294085850556,-131.42366562500266,13.588230201170422,-42.61405596961119,3.8000000000000007,90.0,12.682271089990152,142.0457691248675,11.909659944767524,40.91438322002512
0,15.648642113614843,-128.77417093557423,15.902201105507375,-39.89783474764181,2.912043955712208,105.94539590092288,13.171180660821566,138.0774553994244,13.560235986147143,52.792078078218445
0,11.194641575325221,-131.37851529588264,11.327841806805036,-47.86240522611173,1.708800749063508,69.44395478041652,9.935793878699377,130.10090754621223,9.440338976964759,53.61564818416411
0,13.45362404707371,-138.01278750418336,13.892443989449804,-59.74356283647074,3.605551275463989,123.69006752597979,10.770329614269007,111.80140948635182,12.041594578792296,41.6335393365702
0,13.305637902783918,-132.56335175318986,13.440238093129155,-53.47114463301484,1.5620499351813304,129.8055710922652,11.833849753989611,120.46554491945989,12.191800523302536,48.990913098429786
0,12.175385004179539,-132.33699923393286,12.58729518204765,-45.643745714175374,0.1999999999999993,180.0,11.525623627379126,128.6598082540901,11.28007092176286,52.9269266826896
0,12.731064370271639,-136.27303002005672,12.445079348883237,-45.0,1.1313708498984771,-45.0,11.094142598686929,123.97654403625687,10.875660899458019,57.77124256490144
0,9.264987857520376,-147.3390872783262,10.394229168149026,-59.98163257239092,2.9732137494637016,-160.34617594194668,10.384603988597735,105.64224645720874,9.604165762834375,31.373005140108464
0,12.445079348883237,-135.0,12.028299963003915,-47.02136494035603,1.2165525060596432,9.46232220802559,11.440279716860074,126.46923439005188,10.280077820717116,52.90716270295846
0,13.880922159568506,-126.20945681718607,13.47145129523913,-49.21417852273404,3.984971769034255,107.52556837372285,11.370136322841516,129.28940686250039,11.759251676871282,48.447386851865204
